EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
Jio-bp pulse - Grand Residency - Avinashi Road,RL10888,Temp Closed,Coimbatore,Avinashi Road,Jio-bp pulse,MG Windsor EV,Electric 4-Wheeler,SES-20260812-009888,DC,DC Fast Charging,150 kW,CCS1,CN4,CAD,0.39,2026-08-12 12:13:00,2026-08-12 13:02:00,00:49:00,49,111.17,BYD Atto 3,EV,38,29,100,Bank Card,Paid,43.36,0.5,43.86,13,5.7,49.56,142625.33,142736.5,Completed,1,Energy
Statiq - Iron Hill Apartments - Edappally,RL10889,Open Soon,Kochi,Edappally,Statiq,Tata Nexon EV,Electric 4-Wheeler,SES-20260902-009889,AC,AC Charging,11 kW,J1772,CN3,CAD,0.35,2026-09-02 21:10:00,2026-09-02 23:52:00,02:42:00,162,22.8,BMW i4,EV,40.5,33,89,RFID,Paid,7.98,0,7.98,13,1.04,9.02,175606.17,175628.97,In Progress,0,Energy
Charge Zone - City Centre Mall - Saravanampatti,RL10890,Available,Coimbatore,Saravanampatti,Charge Zone,Tata Punch EV,Electric 4-Wheeler,SES-20260723-009890,AC,AC Charging,22 kW,Type 2,CN2,CAD,0.3,2026-07-23 06:48:00,2026-07-23 08:05:00,01:17:00,77,19.39,Tesla Model Y,EV,35,35,90,UPI,Paid,5.82,0,5.82,15,0.87,6.69,9856.27,9875.66,Interrupted,0,Energy
Rebolt - EV Mobility Hub - Gajuwaka,RL10891,Available,Visakhapatnam,Gajuwaka,Rebolt,MG ZS EV,Electric 4-Wheeler,SES-20260814-009891,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.35,2026-08-14 13:07:00,2026-08-14 13:40:00,00:33:00,33,2.46,Hyundai Ioniq 5,EV,50.3,10,15,Network App,Paid,0.86,2,2.86,13,0.37,3.23,147629.1,147631.56,Interrupted,0,Energy
Charge Zone - City Square EV Hub - Avinashi Road,RL10892,Open Soon,Tiruppur,Avinashi Road,Charge Zone,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260901-009892,DC,DC Fast Charging,150 kW,CCS2,CN2,CAD,0.25,2026-09-01 13:06:00,2026-09-01 13:22:00,00:16:00,16,25.4,Ford Mustang Mach-E,EV,51.4,10,59,UPI,Paid,6.35,0,6.35,15,0.95,7.3,149718.19,149743.59,Interrupted,0,Energy + Session Fee
ChargeMOD - Urban Nest Residency - Mullakkal,RL10893,Available,Alappuzha,Mullakkal,ChargeMOD,BYD Atto 3,Electric 4-Wheeler,SES-20260831-009893,DC,DC Fast Charging,150 kW,CCS2,CN4,CAD,0.34,2026-08-31 05:36:00,2026-08-31 06:53:00,01:17:00,77,140.54,Tesla Model Y,EV,60.5,64,100,Wallet,Paid,47.78,0.5,48.28,15,7.24,55.53,357287.08,357427.62,Interrupted,0,Energy
Statiq - Premium Auto Care - B.M. Road,RL10894,Available,Hassan,B.M. Road,Statiq,Ola S1 Pro,Electric 2-Wheeler,SES-20260806-009894,DC,DC Fast Charging,50 kW,CCS2,CN4,CAD,0.26,2026-08-06 06:24:00,2026-08-06 07:05:00,00:41:00,41,30.01,Polestar 2,EV,4,21,100,Bank Card,Paid,7.8,0,7.8,15,1.17,8.97,109540.5,109570.51,Interrupted,0,Energy
Zeon Charging - Highway Charge Hub - Kaloor,RL10895,Available,Kochi,Kaloor,Zeon Charging,Ola S1 Pro,Electric 2-Wheeler,SES-20260809-009895,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.37,2026-08-09 20:06:00,2026-08-09 21:44:00,01:38:00,98,13.33,Kia EV6,EV,4,24,100,UPI,Paid,4.93,0.5,5.43,5,0.27,5.7,223503.72,223517.05,In Progress,0,Energy
Tata Power EZ Charge - Highway Charge Hub - Fort Kochi,RL10896,Available,Kochi,Fort Kochi,Tata Power EZ Charge,Ola S1 Air,Electric 2-Wheeler,SES-20260805-009896,DC,DC Fast Charging,250 kW,CCS2,CN3,CAD,0.29,2026-08-05 17:56:00,2026-08-05 18:42:00,00:46:00,46,110.5,Nissan Leaf,EV,3,61,100,UPI,Paid,32.04,1,33.04,13,4.3,37.34,126014.17,126124.67,Completed,5,Energy + Session Fee
ChargeMOD - Green Valley Apartments - Mullakkal,RL10897,Available,Alappuzha,Mullakkal,ChargeMOD,MG Windsor EV,Electric 4-Wheeler,SES-20260829-009897,AC,AC Charging,7 kW,Type 2,CN2,CAD,0.33,2026-08-29 11:30:00,2026-08-29 13:33:00,02:03:00,123,8.57,Chevrolet Bolt EV,EV,38,24,47,Network App,Paid,2.83,0.5,3.33,13,0.43,3.76,77879.75,77888.32,Completed,13,Energy
Kazam - Central Plaza - Kazipet,RL10898,Available,Warangal,Kazipet,Kazam,MG Comet EV,Electric 4-Wheeler,SES-20260806-009898,DC,DC Fast Charging,50 kW,CCS1,CN2,USD,0.41,2026-08-06 18:36:00,2026-08-06 18:59:00,00:23:00,23,17.45,Polestar 2,EV,17.3,14,94,Bank Card,Paid,7.15,1,8.15,8,0.65,8.81,405213.13,405230.58,Interrupted,0,Energy
Tata Power EZ Charge - EV Mobility Hub - Five Roads,RL10899,Available,Salem,Five Roads,Tata Power EZ Charge,Tata Tigor EV,Electric 4-Wheeler,SES-20260816-009899,AC,AC Charging,22 kW,Type 2,CN1,CAD,0.32,2026-08-16 13:12:00,2026-08-16 15:29:00,02:17:00,137,39.03,Volkswagen ID.4,EV,26,48,100,UPI,Paid,12.49,2,14.49,5,0.72,15.21,101312.73,101351.76,Completed,26,Energy
Statiq - Highway Charge Hub - Olavakkode,RL10900,Available,Palakkad,Olavakkode,Statiq,Tata Tiago EV,Electric 4-Wheeler,SES-20260801-009900,AC,AC Charging,11 kW,Type 2,CN3,USD,0.45,2026-08-01 05:08:00,2026-08-01 07:21:00,02:13:00,133,15.28,Tesla Model Y,EV,24,34,98,Wallet,Paid,6.88,0.5,7.38,5,0.37,7.74,412810.07,412825.35,Completed,2,Energy + Session Fee
Kazam - City Centre Mall - Mancherial Road,RL10901,Available,Karimnagar,Mancherial Road,Kazam,Citroen eC3,Electric 4-Wheeler,SES-20260802-009901,DC,DC Fast Charging,250 kW,CHAdeMO,CN4,CAD,0.3,2026-08-02 09:18:00,2026-08-02 09:49:00,00:31:00,31,84,Tata Nexon EV,EV,29.2,39,100,Wallet,Paid,25.2,2,27.2,13,3.54,30.74,170740.46,170824.46,Completed,8,Energy
Jio-bp pulse - Green Valley Apartments - Bharathiyar Road,RL10902,Available,Karaikal,Bharathiyar Road,Jio-bp pulse,Citroen eC3,Electric 4-Wheeler,SES-20260808-009902,DC,DC Fast Charging,250 kW,CCS2,CN4,USD,0.44,2026-08-08 21:24:00,2026-08-08 22:12:00,00:48:00,48,170.26,Polestar 2,EV,29.2,55,100,UPI,Paid,74.91,0,74.91,0,0,74.91,209785,209955.26,Completed,16,Energy
Rebolt - Central Plaza - Chinnakada,RL10903,Temp Closed,Kollam,Chinnakada,Rebolt,Tata Nexon EV,Electric 4-Wheeler,SES-20260820-009903,DC,DC Fast Charging,150 kW,CCS2,CN1,USD,0.39,2026-08-20 01:30:00,2026-08-20 02:01:00,00:31:00,31,50.24,BYD Atto 3,EV,40.5,39,100,Wallet,Paid,19.59,0.5,20.09,10,2.01,22.1,474362.95,474413.19,Completed,8,Energy
Rebolt - SmartCharge Point - Renigunta Road,RL10904,Available,Tirupati,Renigunta Road,Rebolt,MG Windsor EV,Electric 4-Wheeler,SES-20260721-009904,AC,AC Charging,22 kW,J1772,CN4,USD,0.44,2026-07-21 10:22:00,2026-07-21 12:39:00,02:17:00,137,28.93,Chevrolet Bolt EV,EV,38,38,100,Network App,Paid,12.73,2,14.73,8,1.18,15.91,383362.11,383391.04,Completed,6,Energy + Session Fee
Rebolt - Highway Charge Hub - OMR,RL10905,Available,Chennai,OMR,Rebolt,BMW iX1,Electric 4-Wheeler,SES-20260801-009905,AC,AC Charging,3.3 kW,J1772,CN1,USD,0.34,2026-08-01 00:27:00,2026-08-01 02:35:00,02:08:00,128,4.55,Hyundai Ioniq 5,EV,66.4,61,68,RFID,Paid,1.55,1,2.55,10,0.25,2.8,7004.72,7009.27,Completed,27,Energy + Session Fee
Ather Grid - GreenRoute Charging Point - MVP Colony,RL10906,Available,Visakhapatnam,MVP Colony,Ather Grid,MG ZS EV,Electric 4-Wheeler,SES-20260729-009906,DC,DC Fast Charging,250 kW,CCS2,CN4,USD,0.45,2026-07-29 05:31:00,2026-07-29 06:17:00,00:46:00,46,133.49,Tesla Model 3,EV,50.3,20,100,Wallet,Paid,60.07,0.5,60.57,8,4.85,65.42,480372.67,480506.16,Completed,7,Energy
Jio-bp pulse - City Centre Mall - Marathahalli,RL10907,Available,Bengaluru,Marathahalli,Jio-bp pulse,Tata Nexon EV,Electric 4-Wheeler,SES-20260903-009907,AC,AC Charging,11 kW,Type 2,CN4,USD,0.31,2026-09-03 15:13:00,2026-09-03 16:48:00,01:35:00,95,13.18,Nissan Leaf,EV,40.5,16,49,Bank Card,Paid,4.09,2,6.09,8,0.49,6.57,43998.79,44011.97,In Progress,0,Energy + Session Fee
Rebolt - Green Valley Apartments - Kowdiar,RL10908,Available,Thiruvananthapuram,Kowdiar,Rebolt,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260720-009908,AC,AC Charging,7 kW,J1772,CN4,CAD,0.35,2026-07-20 20:05:00,2026-07-20 20:56:00,00:51:00,51,3.54,BMW i4,EV,51.4,30,37,Bank Card,Paid,1.24,0,1.24,13,0.16,1.4,230449.29,230452.83,Completed,25,Energy + Session Fee
Charge Zone - Iron Hill Apartments - Guindy,RL10909,Available,Chennai,Guindy,Charge Zone,BYD Seal,Electric 4-Wheeler,SES-20260730-009909,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.35,2026-07-30 09:08:00,2026-07-30 09:45:00,00:37:00,37,5.31,Polestar 2,EV,82.5,48,54,Wallet,Paid,1.86,0,1.86,5,0.09,1.95,386493.17,386498.48,In Progress,0,Energy + Session Fee
Charge Zone - City Square EV Hub - RS Puram,RL10910,Available,Coimbatore,RS Puram,Charge Zone,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260727-009910,AC,AC Charging,11 kW,Type 2,CN3,CAD,0.34,2026-07-27 20:02:00,2026-07-27 20:53:00,00:51:00,51,6.48,Polestar 2,EV,39.4,20,36,Network App,Paid,2.2,0,2.2,13,0.29,2.49,489340.23,489346.71,In Progress,0,Energy + Session Fee
Tata Power EZ Charge - Highway Charge Hub - Sathuvachari,RL10911,Available,Vellore,Sathuvachari,Tata Power EZ Charge,TVS iQube,Electric 2-Wheeler,SES-20260814-009911,AC,AC Charging,7 kW,J1772,CN1,CAD,0.34,2026-08-14 10:19:00,2026-08-14 12:53:00,02:34:00,154,12.88,Tesla Model 3,EV,5.3,16,96,Network App,Paid,4.38,0,4.38,15,0.66,5.04,72855.45,72868.33,Completed,18,Time + Energy
Statiq - UrbanCharge Station - Poranki,RL10912,Available,Vijayawada,Poranki,Statiq,Tata Nexon EV,Electric 4-Wheeler,SES-20260824-009912,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.3,2026-08-24 14:05:00,2026-08-24 15:57:00,01:52:00,112,14.9,Nissan Leaf,EV,40.5,52,89,RFID,Paid,4.47,0,4.47,15,0.67,5.14,418452.54,418467.44,Completed,26,Energy
Jio-bp pulse - GreenRoute Charging Point - Vavilalapally,RL10913,Available,Karimnagar,Vavilalapally,Jio-bp pulse,TVS iQube,Electric 2-Wheeler,SES-20260817-009913,AC,AC Charging,3.3 kW,J1772,CN2,CAD,0.36,2026-08-17 14:12:00,2026-08-17 15:57:00,01:45:00,105,4.16,Tesla Model Y,EV,5.3,45,100,Bank Card,Paid,1.5,0,1.5,15,0.22,1.72,358267.15,358271.31,Completed,4,Energy
Kazam - Business Bay - Talap,RL10914,Available,Kannur,Talap,Kazam,Hero Vida V1,Electric 2-Wheeler,SES-20260821-009914,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.25,2026-08-21 14:49:00,2026-08-21 16:17:00,01:28:00,88,10.63,Polestar 2,EV,3.9,8,88,Wallet,Paid,2.66,0,2.66,5,0.13,2.79,350036.07,350046.7,Completed,0,Energy
Bolt.Earth - SmartCharge Point - Marathahalli,RL10915,Available,Bengaluru,Marathahalli,Bolt.Earth,TVS iQube,Electric 2-Wheeler,SES-20260728-009915,DC,DC Fast Charging,50 kW,CHAdeMO,CN1,CAD,0.4,2026-07-28 13:57:00,2026-07-28 14:36:00,00:39:00,39,28.26,Volkswagen ID.4,EV,5.3,57,100,RFID,Paid,11.3,2,13.3,5,0.67,13.97,192058.98,192087.24,Completed,5,Energy
Jio-bp pulse - Iron Hill Apartments - T. Nagar,RL10916,Available,Chennai,T. Nagar,Jio-bp pulse,MG Windsor EV,Electric 4-Wheeler,SES-20260818-009916,AC,AC Charging,3.3 kW,J1772,CN3,USD,0.44,2026-08-18 03:15:00,2026-08-18 04:12:00,00:57:00,57,2.4,Polestar 2,EV,38,38,44,Network App,Paid,1.06,1,2.06,0,0,2.06,441524.21,441526.61,Completed,10,Energy + Session Fee
Zeon Charging - Iron Hill Apartments - Saraswathipuram,RL10917,Temp Closed,Mysuru,Saraswathipuram,Zeon Charging,Tata Nexon EV,Electric 4-Wheeler,SES-20260823-009917,AC,AC Charging,7 kW,J1772,CN1,USD,0.45,2026-08-23 10:12:00,2026-08-23 13:05:00,02:53:00,173,17.04,Tesla Model Y,EV,40.5,34,76,UPI,Paid,7.67,1,8.67,10,0.87,9.53,2015.93,2032.97,Completed,2,Energy
Tata Power EZ Charge - SmartCharge Point - Pattom,RL10918,Available,Thiruvananthapuram,Pattom,Tata Power EZ Charge,Kia EV6,Electric 4-Wheeler,SES-20260729-009918,DC,DC Fast Charging,25 kW,CCS2,CN2,CAD,0.36,2026-07-29 21:33:00,2026-07-29 21:50:00,00:17:00,17,5.43,Tesla Model Y,EV,77.4,30,37,Wallet,Paid,1.95,0,1.95,13,0.25,2.21,498423.85,498429.28,Completed,29,Energy
Charge Zone - Metro Business Park - Mannuthy,RL10919,Available,Thrissur,Mannuthy,Charge Zone,TVS X,Electric 2-Wheeler,SES-20260731-009919,DC,DC Fast Charging,100 kW,CCS2,CN3,CAD,0.39,2026-07-31 15:05:00,2026-07-31 15:52:00,00:47:00,47,63.13,Volkswagen ID.4,EV,4.4,57,100,Bank Card,Paid,24.62,0,24.62,13,3.2,27.82,116970.97,117034.1,Completed,3,Energy
Rebolt - Premium Auto Care - Saraswathipuram,RL10920,Temp Closed,Mysuru,Saraswathipuram,Rebolt,Kia EV6,Electric 4-Wheeler,SES-20260826-009920,DC,DC Fast Charging,25 kW,CCS2,CN2,CAD,0.33,2026-08-26 10:29:00,2026-08-26 11:14:00,00:45:00,45,14.08,Tesla Model 3,EV,77.4,61,79,Bank Card,Paid,4.65,0.5,5.15,13,0.67,5.82,116702.94,116717.02,Completed,2,Energy
Tata Power EZ Charge - Premium Auto Care - Avinashi Road,RL10921,Available,Coimbatore,Avinashi Road,Tata Power EZ Charge,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260721-009921,AC,AC Charging,3.3 kW,J1772,CN3,USD,0.39,2026-07-21 23:57:00,2026-07-22 01:08:00,01:11:00,71,3.57,Chevrolet Bolt EV,EV,39.4,34,43,UPI,Paid,1.39,0.5,1.89,5,0.09,1.99,65191.11,65194.68,Completed,3,Energy + Session Fee
Statiq - Business Bay - Kangeyam Road,RL10922,Available,Tiruppur,Kangeyam Road,Statiq,MG Comet EV,Electric 4-Wheeler,SES-20260806-009922,AC,AC Charging,7 kW,J1772,CN1,USD,0.45,2026-08-06 07:36:00,2026-08-06 10:21:00,02:45:00,165,11.36,Tesla Model 3,EV,17.3,41,100,UPI,Paid,5.11,0,5.11,10,0.51,5.62,368879.16,368890.52,Cancelled,0,Energy
Jio-bp pulse - UrbanCharge Station - Kaloor,RL10923,Available,Kochi,Kaloor,Jio-bp pulse,Tata Nexon EV,Electric 4-Wheeler,SES-20260727-009923,AC,AC Charging,22 kW,Type 2,CN2,USD,0.35,2026-07-27 15:12:00,2026-07-27 17:17:00,02:05:00,125,40.21,BMW i4,EV,40.5,14,94,Network App,Pending,14.07,0,14.07,10,1.41,15.48,128096.88,128137.09,Completed,6,Energy
Jio-bp pulse - Business Bay - Sira Road,RL10924,Available,Tumakuru,Sira Road,Jio-bp pulse,Tata Punch EV,Electric 4-Wheeler,SES-20260721-009924,AC,AC Charging,22 kW,Type 2,CN4,USD,0.4,2026-07-21 19:31:00,2026-07-21 19:55:00,00:24:00,24,7.06,Chevrolet Bolt EV,EV,35,24,44,Bank Card,Paid,2.82,1,3.82,8,0.31,4.13,266736.64,266743.7,Completed,13,Energy
Tata Power EZ Charge - EV Mobility Hub - Kazhakkoottam,RL10925,Available,Thiruvananthapuram,Kazhakkoottam,Tata Power EZ Charge,MG ZS EV,Electric 4-Wheeler,SES-20260802-009925,AC,AC Charging,7 kW,J1772,CN1,CAD,0.32,2026-08-02 18:34:00,2026-08-02 18:57:00,00:23:00,23,2.11,BYD Atto 3,EV,50.3,53,57,Network App,Paid,0.68,0,0.68,13,0.09,0.76,31336.69,31338.8,In Progress,0,Energy
Rebolt - Premium Auto Care - Bejai,RL10926,Available,Mangaluru,Bejai,Rebolt,BMW i4,Electric 4-Wheeler,SES-20260802-009926,DC,DC Fast Charging,150 kW,CHAdeMO,CN4,USD,0.42,2026-08-02 18:02:00,2026-08-02 18:26:00,00:24:00,24,50.47,Hyundai Ioniq 5,EV,83.9,44,100,Bank Card,Paid,21.2,0,21.2,10,2.12,23.32,464804.33,464854.8,Completed,25,Energy + Session Fee
Zeon Charging - SmartCharge Point - Tambaram,RL10927,Open Soon,Chennai,Tambaram,Zeon Charging,Kia Carens EV,Electric 4-Wheeler,SES-20260815-009927,AC,AC Charging,22 kW,J1772,CN3,CAD,0.35,2026-08-15 05:53:00,2026-08-15 08:37:00,02:44:00,164,52.47,MG ZS EV,EV,50,51,100,Wallet,Paid,18.36,2,20.36,13,2.65,23.01,398563.74,398616.21,Completed,30,Energy
ChargeMOD - Iron Hill Apartments - T. Nagar,RL10928,Open Soon,Chennai,T. Nagar,ChargeMOD,Ather Rizta,Electric 2-Wheeler,SES-20260830-009928,AC,AC Charging,3.3 kW,J1772,CN4,CAD,0.34,2026-08-30 12:17:00,2026-08-30 12:42:00,00:25:00,25,0.89,Tesla Model 3,EV,3.7,14,38,Bank Card,Paid,0.3,0,0.3,13,0.04,0.34,295363.55,295364.44,Completed,25,Energy
Statiq - Urban Nest Residency - Magunta Layout,RL10929,Temp Closed,Nellore,Magunta Layout,Statiq,MG Windsor EV,Electric 4-Wheeler,SES-20260816-009929,AC,AC Charging,11 kW,Type 1,CN4,USD,0.4,2026-08-16 16:49:00,2026-08-16 19:32:00,02:43:00,163,20.84,Kia EV6,EV,38,56,100,Wallet,Paid,8.34,0.5,8.84,10,0.88,9.72,480374.46,480395.3,Completed,9,Energy
Tata Power EZ Charge - UrbanCharge Station - Peelamedu,RL10930,Available,Coimbatore,Peelamedu,Tata Power EZ Charge,MG Windsor EV,Electric 4-Wheeler,SES-20260807-009930,AC,AC Charging,3.3 kW,Type 1,CN1,USD,0.42,2026-08-07 08:47:00,2026-08-07 09:45:00,00:58:00,58,2.58,MG ZS EV,EV,38,17,24,Network App,Paid,1.08,1,2.08,8,0.17,2.25,83249.79,83252.37,Completed,4,Energy + Session Fee
Charge Zone - Green Valley Apartments - Peelamedu,RL10931,Available,Coimbatore,Peelamedu,Charge Zone,Tesla Model Y,Electric 4-Wheeler,SES-20260824-009931,DC,DC Fast Charging,250 kW,CCS2,CN4,USD,0.44,2026-08-24 23:32:00,2026-08-24 23:48:00,00:16:00,16,49.24,Nissan Leaf,EV,75,50,100,Network App,Paid,21.67,0,21.67,8,1.73,23.4,26599.41,26648.65,Cancelled,0,Energy + Session Fee
Statiq - City Square EV Hub - Tambaram,RL10932,Available,Chennai,Tambaram,Statiq,Citroen eC3 Aircross,Electric 4-Wheeler,SES-20260726-009932,AC,AC Charging,22 kW,Type 2,CN1,CAD,0.34,2026-07-26 03:49:00,2026-07-26 05:01:00,01:12:00,72,22.67,BMW i4,EV,29.2,22,100,Bank Card,Paid,7.71,1,8.71,13,1.13,9.84,283270.76,283293.43,Completed,5,Energy
Charge Zone - EcoDrive Hub - Kazipet,RL10933,Available,Warangal,Kazipet,Charge Zone,Kia EV6,Electric 4-Wheeler,SES-20260825-009933,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.34,2026-08-25 07:35:00,2026-08-25 10:27:00,02:52:00,172,24.4,Kia EV6,EV,77.4,33,65,Wallet,Paid,8.3,0.5,8.8,13,1.14,9.94,87322.1,87346.5,Completed,2,Time + Energy
Charge Zone - Grand Residency - Punkunnam,RL10934,Available,Thrissur,Punkunnam,Charge Zone,BYD Atto 3,Electric 4-Wheeler,SES-20260729-009934,AC,AC Charging,11 kW,J1772,CN1,CAD,0.35,2026-07-29 09:13:00,2026-07-29 10:43:00,01:30:00,90,9.66,Chevrolet Bolt EV,EV,60.5,12,28,UPI,Paid,3.38,0,3.38,15,0.51,3.89,319101.86,319111.52,Completed,16,Energy + Session Fee
Charge Zone - Central Plaza - Sathuvachari,RL10935,Available,Vellore,Sathuvachari,Charge Zone,Kia Carens EV,Electric 4-Wheeler,SES-20260802-009935,AC,AC Charging,11 kW,Type 1,CN3,CAD,0.33,2026-08-02 05:28:00,2026-08-02 05:46:00,00:18:00,18,2.93,Tata Nexon EV,EV,50,49,55,RFID,Paid,0.97,1,1.97,15,0.3,2.26,475148.37,475151.3,Completed,6,Energy
Tata Power EZ Charge - Grand Residency - Hebbal,RL10936,Available,Mysuru,Hebbal,Tata Power EZ Charge,Tata Nexon EV,Electric 4-Wheeler,SES-20260831-009936,AC,AC Charging,3.3 kW,Type 2,CN1,CAD,0.34,2026-08-31 19:51:00,2026-08-31 21:39:00,01:48:00,108,4.46,Volkswagen ID.4,EV,40.5,51,62,Bank Card,Pending,1.52,0,1.52,5,0.08,1.59,352054.54,352059,Completed,12,Energy + Session Fee
Tata Power EZ Charge - Urban Nest Residency - M.G. Road,RL10937,Open Soon,Vijayawada,M.G. Road,Tata Power EZ Charge,Tata Tiago EV,Electric 4-Wheeler,SES-20260720-009937,DC,DC Fast Charging,250 kW,CCS2,CN2,CAD,0.37,2026-07-20 21:09:00,2026-07-20 22:42:00,01:33:00,93,215.33,Kia EV6,EV,24,26,100,Bank Card,Paid,79.67,0,79.67,15,11.95,91.62,471983.12,472198.45,Completed,13,Energy
Jio-bp pulse - SmartCharge Point - Eranhipalam,RL10938,Available,Kozhikode,Eranhipalam,Jio-bp pulse,Ola S1 Air,Electric 2-Wheeler,SES-20260820-009938,DC,DC Fast Charging,150 kW,CCS2,CN4,CAD,0.36,2026-08-20 03:52:00,2026-08-20 04:44:00,00:52:00,52,118.03,BMW i4,EV,3,41,100,Bank Card,Paid,42.49,0,42.49,13,5.52,48.01,288262.27,288380.3,Completed,14,Energy
Zeon Charging - EcoDrive Hub - Tiruchanoor Road,RL10939,Available,Tirupati,Tiruchanoor Road,Zeon Charging,Tata Nexon EV,Electric 4-Wheeler,SES-20260723-009939,AC,AC Charging,11 kW,Type 2,CN3,USD,0.31,2026-07-23 18:46:00,2026-07-23 19:18:00,00:32:00,32,4.32,Hyundai Ioniq 5,EV,40.5,64,75,Network App,Pending,1.34,0,1.34,0,0,1.34,335119.61,335123.93,Completed,14,Energy + Session Fee
Ather Grid - GreenRoute Charging Point - Vijayanagar,RL10940,Available,Hassan,Vijayanagar,Ather Grid,Tata Nexon EV,Electric 4-Wheeler,SES-20260726-009940,AC,AC Charging,11 kW,Type 2,CN4,USD,0.35,2026-07-26 22:06:00,2026-07-26 23:05:00,00:59:00,59,8.23,Kia EV6,EV,40.5,52,72,Network App,Paid,2.88,0,2.88,8,0.23,3.11,338635.35,338643.58,Completed,7,Energy
ChargeMOD - UrbanCharge Station - Vyttila,RL10941,Available,Kochi,Vyttila,ChargeMOD,MG Windsor EV,Electric 4-Wheeler,SES-20260804-009941,AC,AC Charging,11 kW,Type 2,CN2,USD,0.45,2026-08-04 20:18:00,2026-08-04 21:50:00,01:32:00,92,9.89,BMW i4,EV,38,63,89,UPI,Paid,4.45,2,6.45,10,0.65,7.1,211782.27,211792.16,Completed,9,Energy + Session Fee
Statiq - City Square EV Hub - Kakkanad,RL10942,Available,Kochi,Kakkanad,Statiq,Tata Nexon EV,Electric 4-Wheeler,SES-20260822-009942,DC,DC Fast Charging,50 kW,CCS2,CN3,USD,0.32,2026-08-22 19:57:00,2026-08-22 20:28:00,00:31:00,31,21.3,Hyundai Ioniq 5,EV,40.5,16,69,Bank Card,Paid,6.82,1,7.82,0,0,7.82,242501.8,242523.1,In Progress,0,Energy
Jio-bp pulse - Iron Hill Apartments - Vijayanagar,RL10943,Available,Mysuru,Vijayanagar,Jio-bp pulse,Hero Vida V1,Electric 2-Wheeler,SES-20260726-009943,AC,AC Charging,7 kW,J1772,CN1,USD,0.48,2026-07-26 00:40:00,2026-07-26 01:59:00,01:19:00,79,5.65,Chevrolet Bolt EV,EV,3.9,48,100,RFID,Pending,2.71,0.5,3.21,8,0.26,3.47,454134.73,454140.38,In Progress,0,Energy
Rebolt - City Square EV Hub - Kangeyam Road,RL10944,Available,Tiruppur,Kangeyam Road,Rebolt,Mahindra XUV400 EV,Electric 4-Wheeler,SES-20260731-009944,AC,AC Charging,7 kW,Type 1,CN2,USD,0.47,2026-07-31 04:16:00,2026-07-31 05:40:00,01:24:00,84,8.91,Tata Nexon EV,EV,39.4,16,39,UPI,Paid,4.19,2,6.19,10,0.62,6.81,346334.14,346343.05,Completed,28,Energy
Rebolt - Lakeview Apartments - Sira Road,RL10945,Temp Closed,Tumakuru,Sira Road,Rebolt,River Indie,Electric 2-Wheeler,SES-20260802-009945,DC,DC Fast Charging,150 kW,CCS2,CN1,USD,0.42,2026-08-02 07:09:00,2026-08-02 07:53:00,00:44:00,44,90.9,MG ZS EV,EV,4,18,98,Bank Card,Paid,38.18,0,38.18,8,3.05,41.23,297482.23,297573.13,Interrupted,0,Energy
Rebolt - Central Plaza - Anna Nagar,RL10946,Available,Chennai,Anna Nagar,Rebolt,Tesla Model Y,Electric 4-Wheeler,SES-20260724-009946,AC,AC Charging,11 kW,Type 2,CN1,USD,0.48,2026-07-24 05:50:00,2026-07-24 06:56:00,01:06:00,66,8.23,Nissan Leaf,EV,75,40,51,UPI,Paid,3.95,0,3.95,8,0.32,4.27,291076.72,291084.95,Completed,17,Energy
Kazam - GreenRoute Charging Point - Vijayanagar,RL10947,Available,Hassan,Vijayanagar,Kazam,Kia Carens EV,Electric 4-Wheeler,SES-20260903-009947,AC,AC Charging,7 kW,J1772,CN1,USD,0.43,2026-09-03 14:51:00,2026-09-03 16:03:00,01:12:00,72,5.73,Tesla Model Y,EV,50,16,27,Bank Card,Paid,2.46,0,2.46,10,0.25,2.71,34731.84,34737.57,Completed,16,Energy + Session Fee
